label,cell_sentence,anon
0,CCL4 HOPX CYBA CCL3 SRGN PDIA3 ID2 PTPRCAP SERPINB1 IGFBP7 FCER1G ACP1 RBM3 WTAP MAP3K8 UBB TMBIM6 NOP58 ACTN4 IDH2 IFI44 CASP4 ARPC5L ARPC1B VPS28 LGALS1 PSME1 ALG5 S1PR5 LAMTOR5 GNPTAB ATP6V0E1 PYCARD YWHAB ERH PSMB8 SAT1 ARF4 SH3KBP1 SRSF6 PSMC4 CD2 NUP54 NDUFA12 CD37 RBM39 GTF3A LTB MNAT1 NCR3,feat_1156 feat_359 feat_1107 feat_1155 feat_733 feat_1002 feat_154 feat_799 feat_444 feat_360 feat_109 feat_151 feat_596 feat_522 feat_723 feat_1135 feat_853 feat_223 feat_1347 feat_1034 feat_52 feat_815 feat_694 feat_556 feat_673 feat_1399 feat_930 feat_911 feat_1301 feat_64 feat_879 feat_438 feat_1081 feat_1256 feat_962 feat_475 feat_591 feat_283 feat_588 feat_1254 feat_1352 feat_74 feat_370 feat_876 feat_1370 feat_1247 feat_907 feat_463 feat_955 feat_465
0,MAPK1IP1L LMAN2 IL32 SRGN ARPC1B GSTP1 FCER1G IGFBP7 CYBA UBB GTF3A PYCARD HOPX CCL4 PTPRCAP PRSS23 SERPINB1 C9orf16 DHX9 RRAGC LGALS1 TRAF3IP3 UBE2L6 RBM3 TMBIM6 NDUFB10 ATP6V1F GPATCH4 PSME1 BTN3A2 ID2 S100A6 PDIA3 GPR56 COTL1 TBCB ORMDL2 BCDIN3D PARP1 ACP1 FBXO25 CDC37 SLFN5 SNAP47 VDAC3 ITGB7 TTC14 UBE2D2 SMIM7 SENCR,feat_950 feat_440 feat_1050 feat_733 feat_556 feat_802 feat_109 feat_360 feat_1107 feat_1135 feat_907 feat_1081 feat_359 feat_1156 feat_799 feat_809 feat_444 feat_698 feat_118 feat_34 feat_1399 feat_129 feat_778 feat_596 feat_853 feat_1048 feat_564 feat_96 feat_930 feat_454 feat_154 feat_87 feat_1002 feat_1089 feat_1104 feat_1343 feat_861 feat_854 feat_138 feat_151 feat_632 feat_1300 feat_1153 feat_139 feat_642 feat_856 feat_322 feat_421 feat_1321 feat_825
1,LTB ZNF397 CSRNP1 IL32 SRGN SAT1 PTPRCAP ATP6V0E1 TTC38 PWP1 UBE2D3 CSNK2B IDI1 LGALS1 CD37 NAA20 ARPC1B PHF3 PNRC1 DEDD GYG1 RNF7 SRSF3 SELL SPSB2 SLC2A13 SIVA1 KLRG1 PFDN2 SSBP1 FGL2 LYAR WARS2 STOML2 BOLA1 CTSS AQP3 ACAP1 NCR3 S100A6 UBB HLA-DRB1 TTC14 NUDCD1 RPUSD2 PSMB8 TAPBP BBX CDC37 SEL1L,feat_463 feat_1218 feat_258 feat_1050 feat_733 feat_591 feat_799 feat_438 feat_1410 feat_883 feat_378 feat_467 feat_714 feat_1399 feat_1370 feat_1238 feat_556 feat_493 feat_498 feat_108 feat_313 feat_311 feat_485 feat_114 feat_836 feat_847 feat_983 feat_839 feat_106 feat_570 feat_550 feat_341 feat_75 feat_679 feat_78 feat_79 feat_677 feat_1128 feat_465 feat_87 feat_1135 feat_472 feat_322 feat_661 feat_996 feat_475 feat_481 feat_294 feat_1300 feat_973
0,CCL4 LGALS1 HOPX S100B NCKAP1L CYBA FCER1G CLIC3 ID2 CCL3 RBM3 SELL LIMD2 UBB UBE2L6 GSTP1 S100A6 RPN2 AKR1C3 CD37 TSSC1 PTPRCAP ATP6V0E1 MMADHC IGFBP7 DYNLL1 CTSS SAT1 CCNG1 PPP1R2 ABI3 PNRC1 FAM32A TMBIM6 IFI35 SNX3 RNF187 HSP90AA1 GNPTAB YWHAB VAMP8 VAPA SNRPB EAPP SRGN ARPC1B CNPY3 CAPZB PLEKHF1 ARF4,feat_1156 feat_1399 feat_359 feat_1420 feat_859 feat_1107 feat_109 feat_712 feat_154 feat_1155 feat_596 feat_114 feat_1187 feat_1135 feat_778 feat_802 feat_87 feat_1250 feat_715 feat_1370 feat_153 feat_799 feat_438 feat_203 feat_360 feat_895 feat_79 feat_591 feat_436 feat_330 feat_1180 feat_498 feat_1319 feat_853 feat_1172 feat_502 feat_142 feat_979 feat_879 feat_1256 feat_186 feat_1215 feat_1228 feat_939 feat_733 feat_556 feat_487 feat_14 feat_1338 feat_283
1,BBX USP19 IL32 FCRL6 CYBA SRSF3 TRAF3IP3 PPP1R8 PTPRCAP PSME1 GIMAP7 CNPY3 PRPF31 GABARAPL2 YWHAB UBXN1 ATP5D CCT7 ARL6IP5 SRGN SLFN5 HAGH CD2 TMBIM6 GTF3A SARS PRSS23 PSMB8 PDIA3 RBM3 PSMC4 ID2 S100A6 ZNF653 CCL4L1 IL27RA PNRC1 SRP9 C1orf35 GGNBP2 ISY1 PRMT2 KLRG1 DNAJA1 ETHE1 LYAR RGL2 CD48 TBCB WNK1,feat_294 feat_270 feat_1050 feat_101 feat_1107 feat_485 feat_129 feat_23 feat_799 feat_930 feat_574 feat_487 feat_1377 feat_1101 feat_1256 feat_785 feat_1277 feat_179 feat_288 feat_733 feat_1153 feat_1047 feat_74 feat_853 feat_907 feat_63 feat_809 feat_475 feat_1002 feat_596 feat_1352 feat_154 feat_87 feat_1307 feat_1157 feat_1314 feat_498 feat_136 feat_140 feat_1158 feat_304 feat_1421 feat_839 feat_676 feat_1358 feat_341 feat_480 feat_104 feat_1343 feat_828
0,SRSF3 PRPF8 IL32 PTPRCAP UBB CYBA APOBEC3G LAT2 PDIA3 STK17A SRGN FCER1G ATP5D ERH LUC7L3 MARCKSL1 VDAC3 SNX3 PSMA7 TTC14 S100A6 GSTP1 CIAPIN1 ARF6 MAP2K7 ARRB2 ARPC1B CHMP4A HLA-DPB1 PFDN2 LSM14A POLDIP2 PLEKHF1 EMG1 BLZF1 MKKS STRA13 JUND KLRG1 RNF7 SMIM7 FCRL6 PSMB8 SRPR LRCH4 CXXC1 DNAJA1 STX18 BBC3 ARGLU1,feat_485 feat_1114 feat_1050 feat_799 feat_1135 feat_1107 feat_1402 feat_547 feat_1002 feat_535 feat_733 feat_109 feat_1277 feat_962 feat_1183 feat_30 feat_642 feat_502 feat_1269 feat_322 feat_87 feat_802 feat_1088 feat_945 feat_1293 feat_1119 feat_556 feat_932 feat_479 feat_106 feat_1340 feat_1144 feat_1338 feat_837 feat_113 feat_1234 feat_1206 feat_1330 feat_839 feat_311 feat_1321 feat_101 feat_475 feat_824 feat_557 feat_1221 feat_676 feat_342 feat_1364 feat_923
1,PTPRCAP GOLT1B CYBA ID2 UBB YWHAB RBM39 SLBP GIMAP4 CARS ZFYVE28 TMEM9B PNRC1 PSME1 PRAF2 GADD45B IRF7 HENMT1 RAB1B UBE2D2 SIRT6 SRSF5 VPS28 MID1IP1 SERPINB1 S1PR5 DENND2D BNIP2 FERMT3 GRB2 JAGN1 ARF6 RBM3 ARRB2 DUS3L ILF3 LIMD2 HLA-DPA1 PRPS2 SH3BP1 EIF3D ANKRD54 MALT1 ARPC1B HMBOX1 EMB SRGN SIRPG FYB HSP90AA1,feat_799 feat_844 feat_1107 feat_154 feat_1135 feat_1256 feat_1247 feat_337 feat_575 feat_762 feat_338 feat_766 feat_498 feat_930 feat_600 feat_1281 feat_756 feat_61 feat_795 feat_421 feat_1285 feat_963 feat_673 feat_593 feat_444 feat_1301 feat_67 feat_1013 feat_789 feat_1199 feat_249 feat_945 feat_596 feat_1119 feat_1289 feat_1303 feat_1187 feat_478 feat_586 feat_1398 feat_1397 feat_1400 feat_1223 feat_556 feat_639 feat_400 feat_733 feat_1227 feat_397 feat_979
1,RNF168 CAMK2G CCL4 IFI27 CD2 PTPRCAP C9orf142 HNRNPM CYBA HLA-DPA1 S100A11 RAB7A STUB1 ATP5D TBCB SAT1 SIVA1 PTGDR CCT7 TMBIM6 ARPC1B ARPC5L STK17A S100A6 PRSS23 KLRG1 SRSF3 SLC25A11 RP11-430B1.2 BAG5 VDAC3 JUND TAPBP MAEA RNF7 HLA-DPB1 MYCBP2 PDIA3 RCL1 VPS28 MAF1 TTC14 PLCB2 REXO2 GPATCH4 ETHE1 SHARPIN SLC50A1 TMEM87A TAF1D,feat_332 feat_735 feat_1156 feat_977 feat_74 feat_799 feat_711 feat_1297 feat_1107 feat_478 feat_84 feat_303 feat_1043 feat_1277 feat_1343 feat_591 feat_983 feat_947 feat_179 feat_853 feat_556 feat_694 feat_535 feat_87 feat_809 feat_839 feat_485 feat_1121 feat_1007 feat_982 feat_642 feat_1330 feat_481 feat_336 feat_311 feat_479 feat_920 feat_1002 feat_674 feat_673 feat_672 feat_322 feat_994 feat_818 feat_96 feat_1358 feat_671 feat_93 feat_998 feat_812
1,EMB HDAC2 S100A6 NCR3 UBB CYBA KLRG1 GIMAP4 YWHAB LIMD2 SRSF5 ID2 PPP1R2 PTPRCAP IL32 TMEM50A PSME1 HNRNPM ECHDC1 HOPX ERH CD2 SERPINB1 LTB AQP3 HLA-DRB1 MFF CLU EIF5 ECSIT GLRX3 TRAF3IP3 TMBIM6 ITGB7 CAPZB IFI35 TMEM18 TSSC1 FOPNL NKAP DDX1 ITSN2 LINC00936 RNF187 GGNBP2 SIAH2 IRAK4 SRM DNAJA1 VPS28,feat_400 feat_505 feat_87 feat_465 feat_1135 feat_1107 feat_839 feat_575 feat_1256 feat_1187 feat_963 feat_154 feat_330 feat_799 feat_1050 feat_18 feat_930 feat_1297 feat_507 feat_359 feat_962 feat_74 feat_444 feat_463 feat_677 feat_472 feat_234 feat_638 feat_980 feat_1308 feat_752 feat_129 feat_853 feat_856 feat_14 feat_1172 feat_152 feat_153 feat_1060 feat_620 feat_158 feat_160 feat_875 feat_142 feat_1158 feat_314 feat_849 feat_7 feat_676 feat_673
0,CCL4 TAOK2 UBB PRR5 SELL GADD45B SAT1 LGALS1 LIMD2 CYBA HOPX S100A11 PTPRCAP C1orf162 PSME1 ARRB2 PSMA7 BTN3A2 COMMD8 TIMMDC1 ATP5O JAGN1 TOP2B ERH RP11-589C21.6 TRAF3IP3 IL32 CLIC3 AC010642.1 UBE2L6 ARGLU1 MYCBP2 UBXN4 C5orf56 METTL21A SSBP1 OASL ORAI1 GIMAP2 GIMAP7 GTF3A SNRPB TASP1 ATP6V1F VAMP8 PRMT2 RTFDC1 MAF1 TBCB RFXANK,feat_1156 feat_1073 feat_1135 feat_1408 feat_114 feat_1281 feat_591 feat_1399 feat_1187 feat_1107 feat_359 feat_84 feat_799 feat_69 feat_930 feat_1119 feat_1269 feat_454 feat_354 feat_299 feat_1416 feat_249 feat_253 feat_962 feat_640 feat_129 feat_1050 feat_712 feat_1388 feat_778 feat_923 feat_920 feat_202 feat_415 feat_226 feat_570 feat_897 feat_898 feat_576 feat_574 feat_907 feat_1228 feat_1235 feat_564 feat_186 feat_1421 feat_1265 feat_672 feat_1343 feat_1333
1,CDKN2A SRGN ELOF1 CYBA PSME1 PTPRCAP C14orf166 CD2 IL32 HLA-DPB1 BLOC1S1 RBM3 NDUFA12 GIMAP4 CAPZB UBB ID2 ARPC1B LIMD2 GSTP1 LYAR NFU1 C14orf80 PNRC1 EMG1 MPC2 CNIH4 RNF7 CCL4 AHSA1 CCL3 SRP9 CEP164 PFDN2 TNFSF10 PSMB8 HLA-DRB1 TMEM87A PDIA3 SHARPIN C17orf59 PI4KB TLE4 ZNF836 DENND2D LAMTOR5 MYADM TBCB TMBIM6 PRMT2,feat_675 feat_733 feat_1309 feat_1107 feat_930 feat_799 feat_946 feat_74 feat_1050 feat_479 feat_860 feat_596 feat_876 feat_575 feat_14 feat_1135 feat_154 feat_556 feat_1187 feat_802 feat_341 feat_176 feat_985 feat_498 feat_837 feat_112 feat_134 feat_311 feat_1156 feat_971 feat_1155 feat_136 feat_820 feat_106 feat_319 feat_475 feat_472 feat_998 feat_1002 feat_671 feat_1133 feat_82 feat_686 feat_1374 feat_67 feat_64 feat_1376 feat_1343 feat_853 feat_1421
1,ATP6V0E1 CYBA KIF3A UBB URB2 ERV3-1 RALY HOPX RBM3 PRMT2 RAB7A CCL3 HNRNPM THOC7 VAMP8 AC010642.1 GIMAP4 EFHD2 SRGN S100A6 C9orf142 GSTP1 DENND2D CARHSP1 ARGLU1 SAT1 RAB9A GTPBP6 ARPC1B GIMAP7 BOLA3 RTFDC1 EIF5B RPN2 RBM48 MUM1 XPOT SAFB2 VPS28 RNF139 WNK1 CD48 CCND2 PFDN2 LINC00662 VDAC3 CCDC124 MVB12A TRAF3IP3 ELOF1,feat_438 feat_1107 feat_416 feat_1135 feat_143 feat_543 feat_1244 feat_359 feat_596 feat_1421 feat_303 feat_1155 feat_1297 feat_285 feat_186 feat_1388 feat_575 feat_12 feat_733 feat_87 feat_711 feat_802 feat_67 feat_1054 feat_923 feat_591 feat_587 feat_582 feat_556 feat_574 feat_181 feat_1265 feat_191 feat_1250 feat_553 feat_1279 feat_868 feat_1288 feat_673 feat_665 feat_828 feat_104 feat_831 feat_106 feat_1337 feat_642 feat_1328 feat_1324 feat_129 feat_1309
0,SRGN CD48 IL32 CYBA DYNLL1 UBB YWHAB GIMAP7 PSME1 PSMB8 RBM3 PTPRCAP CYB5B HSP90AA1 UBXN1 TMBIM6 VAMP5 HOPX HNRNPM ICAM2 CLIC3 ALKBH7 FYB PPP2R3C GSTO1 ARF6 GTF3A CAPZB RNF213 MED28 HIST1H2AC C1orf162 CCL3 CD37 TPM4 SMIM7 CNPY3 CCL4 TRAF3IP3 ABT1 MPC2 NR2C2AP SLC39A1 LSM14A NSMAF TXNDC17 ZNF92 S100A11 DCAF8 LST1,feat_733 feat_104 feat_1050 feat_1107 feat_895 feat_1135 feat_1256 feat_574 feat_930 feat_475 feat_596 feat_799 feat_1097 feat_979 feat_785 feat_853 feat_187 feat_359 feat_1297 feat_1190 feat_712 feat_1291 feat_397 feat_940 feat_745 feat_945 feat_907 feat_14 feat_1202 feat_346 feat_453 feat_69 feat_1155 feat_1370 feat_1318 feat_1321 feat_487 feat_1156 feat_129 feat_456 feat_112 feat_1334 feat_90 feat_1340 feat_646 feat_1123 feat_544 feat_84 feat_102 feat_464
1,C9orf142 TPD52L2 SRSF5 CAPZB LIMD2 GIMAP7 PTPRCAP KLRG1 ARPC1B LTB PITHD1 NDUFB10 SRGN ATP6V1F RELB UQCRC1 EIF3D PSMB6 GSTP1 SMDT1 RAB2A CYBA NR2C1 SRM HLA-DRB1 RBM3 EFHD2 CLEC2B CTSS MRP63 CCDC91 CCL3 ICAM2 MLX CD37 VPS13C GBP4 ARL6IP5 OASL SIVA1 CD2 EIF1B C9orf16 CTNNBL1 SRP72 HOPX ITM2A CLIP1 S100A6 GPX1,feat_711 feat_1272 feat_963 feat_14 feat_1187 feat_574 feat_799 feat_839 feat_556 feat_463 feat_16 feat_1048 feat_733 feat_564 feat_1362 feat_267 feat_1397 feat_1120 feat_802 feat_1406 feat_647 feat_1107 feat_877 feat_7 feat_472 feat_596 feat_12 feat_840 feat_79 feat_906 feat_846 feat_1155 feat_1190 feat_1168 feat_1370 feat_1016 feat_58 feat_288 feat_897 feat_983 feat_74 feat_259 feat_698 feat_1252 feat_358 feat_359 feat_609 feat_900 feat_87 feat_271
1,ARPC1B LIMD2 LST1 CD48 IL32 CCL4 PSMB8 PTPRCAP CYBA C1orf162 MPV17 PNRC1 UBB LBR SAT1 GIMAP4 SELL OXLD1 CCNG1 DHX15 TMEM138 ERH AIF1 GINM1 ARPC5L ATP5D RAB7A SCP2 PMF1 GIMAP7 MVD SRSF5 TAF6L GADD45B PQBP1 PDIA3 SLA SAT2 LAMTOR1 SMS NOL7 CDC37 ID2 S100A11 RBM4 SARS DNAJA1 CASP4 S100A6 ILF3-AS1,feat_556 feat_1187 feat_464 feat_104 feat_1050 feat_1156 feat_475 feat_799 feat_1107 feat_69 feat_163 feat_498 feat_1135 feat_135 feat_591 feat_575 feat_114 feat_1203 feat_436 feat_347 feat_782 feat_962 feat_466 feat_517 feat_694 feat_1277 feat_303 feat_46 feat_95 feat_574 feat_1108 feat_963 feat_786 feat_1281 feat_597 feat_1002 feat_667 feat_1132 feat_803 feat_589 feat_449 feat_1300 feat_154 feat_84 feat_796 feat_63 feat_676 feat_815 feat_87 feat_1302
