label,cell_sentence,anon
0,NKG7 GNLY NPM1 GZMB JUNB HNRNPA1 IL32 LTB EIF3G GIMAP7 CTSW FGFBP2 CTSD IFITM2 C6orf48 DDX5 CST7 TYROBP BTG1 CCL5 RPS24 CALM1 JAK1 GZMA CD7 PPIA SSR4 LY6E GSTK1 NEDD8 FTL SRRM2 FOS NOSIP ITGB2 HCST CD247 GZMM EIF4A2 HOPX IFITM1 C9orf142 TXNIP GSTP1 SPON2 LAMTOR1 NDNL2 PTPRCAP ALKBH7 ID2,feat_4913 feat_2666 feat_8954 feat_3876 feat_7375 feat_7136 feat_3650 feat_4328 feat_5126 feat_4533 feat_4725 feat_2168 feat_9852 feat_7112 feat_7369 feat_7448 feat_3516 feat_8829 feat_4733 feat_4902 feat_1291 feat_8923 feat_9868 feat_1423 feat_6001 feat_9151 feat_3236 feat_7493 feat_7035 feat_7189 feat_2874 feat_4508 feat_2520 feat_7360 feat_3838 feat_5106 feat_1589 feat_2445 feat_9597 feat_8063 feat_6652 feat_8078 feat_6476 feat_2788 feat_4932 feat_9521 feat_6132 feat_4624 feat_2926 feat_7420
1,LTB FTL CD52 CCL5 NKG7 S100A4 DDX5 IL32 JUNB GIMAP7 SRP14 GNLY CALM1 NPM1 IFITM2 S100A10 GZMH NEAT1 PPDPF CD37 BTG1 CXCR4 S100A6 GPX4 IMP3 LDHB CCNI KLF6 VIM TXNIP C19orf43 AES CCT6A SSR4 FGFBP2 COPE CD3E CD3D KLRB1 PTPRCAP TAGLN2 CTSS CD53 IFITM1 TMBIM6 HNRNPA1 EVL SUMO2 HOPX PPIA,feat_4328 feat_2874 feat_8942 feat_4902 feat_4913 feat_7123 feat_7448 feat_3650 feat_7375 feat_4533 feat_8635 feat_2666 feat_8923 feat_8954 feat_7112 feat_3051 feat_3501 feat_4396 feat_2299 feat_4027 feat_4733 feat_3293 feat_5447 feat_9860 feat_8616 feat_4687 feat_2826 feat_2709 feat_8753 feat_6476 feat_7376 feat_4255 feat_4271 feat_3236 feat_2168 feat_1014 feat_6127 feat_3742 feat_7311 feat_4624 feat_3327 feat_6923 feat_3836 feat_6652 feat_7290 feat_7136 feat_2740 feat_9415 feat_8063 feat_9151
1,S100A4 LTB CD52 NOSIP TAGLN2 NPM1 PTPRCAP FTL IFITM2 CD37 CD27 RPS24 PPIA GIMAP7 VIM POLD4 S1PR4 COX7C S100A6 S100A10 GSTK1 CRIP1 SRP14 CD3D LCK ERP29 ANXA1 AES CALM1 CLIC1 NEAT1 PKM RPL36AL OST4 U2AF1 EIF3L HNRNPA1 BTG1 ATP5B LAMTOR4 PPDPF LEPROTL1 SLC25A39 ZFP36L2 C19orf53 PPIB LDHB PRDX2 C19orf43 GYPC,feat_7123 feat_4328 feat_8942 feat_7360 feat_3327 feat_8954 feat_4624 feat_2874 feat_7112 feat_4027 feat_2815 feat_1291 feat_9151 feat_4533 feat_8753 feat_8803 feat_8647 feat_1693 feat_5447 feat_3051 feat_7035 feat_1562 feat_8635 feat_3742 feat_8700 feat_1728 feat_3753 feat_4255 feat_8923 feat_3591 feat_4396 feat_2649 feat_5534 feat_7669 feat_6711 feat_8036 feat_7136 feat_4733 feat_8924 feat_8978 feat_2299 feat_8170 feat_4098 feat_9854 feat_2101 feat_1140 feat_4687 feat_4659 feat_7376 feat_5784
0,FTL CD74 HLA-DRA CST3 HLA-DRB1 HLA-DPA1 S100A4 LST1 TYROBP C1QA S100A6 HLA-DPB1 AIF1 FCER1G CD37 FCN1 RPS24 JUNB SPI1 HLA-DRB5 HLA-DQA1 TIMP1 C1QB VIM PPIA CSTB TMEM176B IFI30 RHOC HLA-DQB1 CLIC1 LY6E CTSS EIF4A1 LTB FCGR3A LYZ PSME2 RPL36AL BTG1 IFITM2 C1orf162 GSTP1 PSAP RBP7 ID2 GIMAP7 YWHAB COX7B SRGN,feat_2874 feat_3520 feat_9426 feat_2965 feat_3453 feat_6812 feat_7123 feat_7917 feat_8829 feat_7819 feat_5447 feat_1083 feat_4184 feat_2165 feat_4027 feat_3548 feat_1291 feat_7375 feat_2241 feat_4259 feat_9741 feat_8779 feat_9745 feat_8753 feat_9151 feat_8576 feat_8756 feat_7466 feat_4375 feat_8479 feat_3591 feat_7493 feat_6923 feat_9708 feat_4328 feat_6375 feat_4627 feat_1548 feat_5534 feat_4733 feat_7112 feat_8840 feat_2788 feat_3675 feat_1790 feat_7420 feat_4533 feat_4979 feat_5682 feat_6817
0,FTL CD74 AIF1 CST3 LYZ FCER1G S100A4 PSAP S100A6 EIF4A1 HLA-DPA1 TYROBP LST1 C1QA HLA-DRA HLA-DPB1 RPS24 HLA-DRB1 VIM CTSS RHOC JUNB FCN1 IFITM3 CFD S100A9 HLA-DQA1 LY6E PSME2 TMEM176B IFITM2 HLA-DRB5 SPI1 AMICA1 C1QB CFP CLIC1 TMBIM6 HIGD2A BTG1 SEPT7 FOS FCGR3A BID MARCKSL1 S100A10 C19orf43 AES LY86 LGALS3,feat_2874 feat_3520 feat_4184 feat_2965 feat_4627 feat_2165 feat_7123 feat_3675 feat_5447 feat_9708 feat_6812 feat_8829 feat_7917 feat_7819 feat_9426 feat_1083 feat_1291 feat_3453 feat_8753 feat_6923 feat_4375 feat_7375 feat_3548 feat_7086 feat_6736 feat_4129 feat_9741 feat_7493 feat_1548 feat_8756 feat_7112 feat_4259 feat_2241 feat_7453 feat_9745 feat_3066 feat_3591 feat_7290 feat_6886 feat_4733 feat_7004 feat_2520 feat_6375 feat_3638 feat_9766 feat_3051 feat_7376 feat_4255 feat_2351 feat_4377
0,CD74 HLA-DRA HLA-DPB1 HLA-DRB1 HLA-DPA1 CST3 LYZ HLA-DRB5 HLA-DQA1 FTL VIM HLA-DQB1 S100A10 GSTP1 RPS24 CPVL HLA-DQA2 GPX1 PKM SRP14 DDX5 PARK7 PPA1 HLA-DMA S100A6 SPI1 EIF3G TMBIM6 HNRNPA1 TYMP S100B ID2 AP2S1 PPIB LGALS2 CSTB HLA-DMB EIF4A1 PSME2 RNH1 IRF8 LMAN2 LTB SUB1 FCER1G EIF3L C20orf27 ALKBH7 ATP6V0E1 GYPC,feat_3520 feat_9426 feat_1083 feat_3453 feat_6812 feat_2965 feat_4627 feat_4259 feat_9741 feat_2874 feat_8753 feat_8479 feat_3051 feat_2788 feat_1291 feat_7452 feat_1067 feat_4053 feat_2649 feat_8635 feat_7448 feat_9306 feat_9152 feat_2955 feat_5447 feat_2241 feat_5126 feat_7290 feat_7136 feat_7484 feat_2517 feat_7420 feat_2736 feat_1140 feat_3515 feat_8576 feat_9893 feat_9708 feat_1548 feat_3093 feat_7870 feat_7334 feat_4328 feat_1363 feat_2165 feat_8036 feat_3775 feat_2926 feat_6898 feat_5784
1,JUNB FTL LTB LDHB HNRNPA1 RPS24 S100A10 CD37 RPL36AL S100A6 NPM1 TAGLN2 EIF3L HSP90AB1 TOMM7 PNISR HMHA1 BTG1 IL32 PPIA EIF4A1 CD3E SSR4 RSL1D1 NDUFS8 ERP29 PTPRCAP S100A4 PSME2 C19orf43 GIMAP7 CD8B PPDPF VIM CUTA ZFP36L2 COPE IFITM1 LMAN2 COX7C HIGD2A HSPD1 LY6E IGBP1 ANP32B ATP5O CD52 ANXA1 HSPB1 CALM1,feat_7375 feat_2874 feat_4328 feat_4687 feat_7136 feat_1291 feat_3051 feat_4027 feat_5534 feat_5447 feat_8954 feat_3327 feat_8036 feat_8569 feat_4296 feat_5473 feat_3593 feat_4733 feat_3650 feat_9151 feat_9708 feat_6127 feat_3236 feat_4296 feat_9875 feat_1728 feat_4624 feat_7123 feat_1548 feat_7376 feat_4533 feat_3893 feat_2299 feat_8753 feat_1009 feat_9854 feat_1014 feat_6652 feat_7334 feat_1693 feat_6886 feat_4522 feat_7493 feat_6069 feat_9629 feat_4802 feat_8942 feat_3753 feat_7953 feat_8923
0,FTL S100A4 FCER1G LST1 FCGR3A AIF1 IL32 CD74 CTSS LTB S100A6 HLA-DRA HLA-DPA1 TAGLN2 S100A10 TYROBP CFD SPI1 NAP1L1 HLA-DRB1 PPIA CST3 NPM1 TMEM176B CALM1 SAP18 CD52 CAP1 SLTM PTPRC GSTP1 VIM SRGN TRAM1 DDX5 TIMP1 GSTK1 CD37 HNRNPK HLA-DPB1 HLA-DRB5 CSTB RHOC S100A9 ATP6V0E1 HIGD2A JUNB C19orf43 RPL36AL REEP5,feat_2874 feat_7123 feat_2165 feat_7917 feat_6375 feat_4184 feat_3650 feat_3520 feat_6923 feat_4328 feat_5447 feat_9426 feat_6812 feat_3327 feat_3051 feat_8829 feat_6736 feat_2241 feat_7194 feat_3453 feat_9151 feat_2965 feat_8954 feat_8756 feat_8923 feat_2452 feat_8942 feat_5732 feat_8510 feat_6244 feat_2788 feat_8753 feat_6817 feat_7662 feat_7448 feat_8779 feat_7035 feat_4027 feat_4782 feat_1083 feat_4259 feat_8576 feat_4375 feat_4129 feat_6898 feat_6886 feat_7375 feat_7376 feat_5534 feat_9254
0,FTL CD74 AIF1 LST1 HLA-DRA FCGR3A TYROBP HLA-DPA1 PSAP FCER1G CST3 IFITM2 CFP HLA-DRB1 DDX5 CAP1 SPI1 ITGB2 C1orf162 CTSS HLA-DRB5 JUNB TIMP1 S100A4 PSMA7 LYZ CD37 IFITM3 S100A9 EIF4A1 S100A6 AP2S1 ICAM3 C1QA SUMO2 C10orf54 CLIC1 P2RY13 ALKBH7 ATP6V1G1 VIM S100A10 FOS RSL1D1 HLA-DPB1 SRGN SSB ABI3 RPS24 ZNF524,feat_2874 feat_3520 feat_4184 feat_7917 feat_9426 feat_6375 feat_8829 feat_6812 feat_3675 feat_2165 feat_2965 feat_7112 feat_3066 feat_3453 feat_7448 feat_5732 feat_2241 feat_3838 feat_8840 feat_6923 feat_4259 feat_7375 feat_8779 feat_7123 feat_8264 feat_4627 feat_4027 feat_7086 feat_4129 feat_9708 feat_5447 feat_2736 feat_8617 feat_7819 feat_9415 feat_9981 feat_3591 feat_6836 feat_2926 feat_7095 feat_8753 feat_3051 feat_2520 feat_4296 feat_1083 feat_6817 feat_5828 feat_1074 feat_1291 feat_3379
0,MZB1 CD74 SSR4 IGJ PPIB CD79A FKBP11 CD27 FTL TMBIM6 ISG20 RPL36AL GSTP1 PTPRCAP SSR3 NDUFA4 TNFRSF17 CD53 SRGN IGLL5 HLA-DRB1 HLA-DRB5 CLIC1 HIGD2A SDF2L1 UBE2J1 MZT2B NDUFB11 TCEB2 NBEAL1 SAP18 SEC62 OST4 HNRNPA1 MANF CD52 SUB1 ERH MLF2 RPS24 SPCS2 PARK7 BTG1 COPE CALR TMEM208 NDUFS5 LMAN2 NDUFAB1 NDUFB2,feat_9221 feat_3520 feat_3236 feat_3612 feat_1140 feat_2649 feat_4029 feat_2815 feat_2874 feat_7290 feat_9813 feat_5534 feat_2788 feat_4624 feat_3432 feat_6255 feat_2569 feat_3836 feat_6817 feat_2628 feat_3453 feat_4259 feat_3591 feat_6886 feat_4763 feat_8265 feat_7631 feat_1743 feat_2897 feat_1349 feat_2452 feat_5504 feat_7669 feat_7136 feat_7732 feat_8942 feat_1363 feat_8423 feat_8787 feat_1291 feat_5437 feat_9306 feat_4733 feat_1014 feat_8275 feat_2749 feat_6394 feat_7334 feat_4313 feat_7038
1,S100A4 LTB CD52 JUNB VIM HNRNPA1 BTG1 GIMAP7 LDHB OST4 FTL ANAPC16 CD3E TOMM7 CD3D CCDC107 TXNIP S100A6 CD37 PRDX2 POLD4 C19orf43 PTPRCAP NPM1 CCNI PHB NOSIP RPS24 CALM3 CD7 CD53 ERP29 ILF3-AS1 SEPT7 SNHG7 HSPB1 GLRX IL2RG RGS10 CTSC CD164 PCNP RPS27L EIF4A2 CCR7 RNH1 CCT6A PRKCQ-AS1 RCSD1 LBH,feat_7123 feat_4328 feat_8942 feat_7375 feat_8753 feat_7136 feat_4733 feat_4533 feat_4687 feat_7669 feat_2874 feat_3996 feat_6127 feat_4296 feat_3742 feat_8482 feat_6476 feat_5447 feat_4027 feat_4659 feat_8803 feat_7376 feat_4624 feat_8954 feat_2826 feat_9417 feat_7360 feat_1291 feat_5718 feat_6001 feat_3836 feat_1728 feat_8333 feat_7004 feat_1206 feat_7953 feat_5489 feat_9476 feat_9828 feat_4773 feat_9079 feat_9091 feat_7323 feat_9597 feat_6260 feat_3093 feat_4271 feat_8170 feat_4515 feat_6160
0,LYZ CD74 HLA-DRA HLA-DPB1 CST3 FTL HLA-DRB1 S100A4 HLA-DPA1 S100A6 S100A9 HLA-DQA1 VIM RPS24 HLA-DRB5 AIF1 HLA-DQB1 S100A10 PPIA ERP29 TYROBP HLA-DMA JUNB FOS FCN1 FCER1A BTG1 NPM1 GPX4 LGALS3 PSMA7 TYMP GPX1 GSTP1 LDHB AP2S1 ID2 HNRNPA1 DDX5 RNH1 PRDX6 CD37 CLIC1 RPL36AL NDUFS8 HLA-DQA2 CD52 HLA-DMB LAMTOR4 CTSH,feat_4627 feat_3520 feat_9426 feat_1083 feat_2965 feat_2874 feat_3453 feat_7123 feat_6812 feat_5447 feat_4129 feat_9741 feat_8753 feat_1291 feat_4259 feat_4184 feat_8479 feat_3051 feat_9151 feat_1728 feat_8829 feat_2955 feat_7375 feat_2520 feat_3548 feat_4168 feat_4733 feat_8954 feat_9860 feat_4377 feat_8264 feat_7484 feat_4053 feat_2788 feat_4687 feat_2736 feat_7420 feat_7136 feat_7448 feat_3093 feat_1603 feat_4027 feat_3591 feat_5534 feat_9875 feat_1067 feat_8942 feat_9893 feat_8978 feat_7980
1,FTL GNLY RPS24 CCL5 PTPRCAP JUNB CD52 HNRNPA1 NKG7 RPL36AL ID2 DEK CD3D CTSW LTB HCST CD3E TCEB2 IL32 AES CALM1 HLA-DPB1 HNRNPDL NDUFA4 TAGLN2 NBEAL1 BTG1 S100A4 ATP5O PARK7 NPM1 ZFP36L2 CD74 GZMM HIGD2A NOSIP IFITM2 SRP14 S100B GZMK S100A6 S100A10 HNRNPR EIF3L C6orf48 CST7 ATP6V1G1 TMBIM4-1 EIF4A1 RGS10,feat_2874 feat_2666 feat_1291 feat_4902 feat_4624 feat_7375 feat_8942 feat_7136 feat_4913 feat_5534 feat_7420 feat_7016 feat_3742 feat_4725 feat_4328 feat_5106 feat_6127 feat_2897 feat_3650 feat_4255 feat_8923 feat_1083 feat_4827 feat_6255 feat_3327 feat_1349 feat_4733 feat_7123 feat_4802 feat_9306 feat_8954 feat_9854 feat_3520 feat_2445 feat_6886 feat_7360 feat_7112 feat_8635 feat_2517 feat_5577 feat_5447 feat_3051 feat_1602 feat_8036 feat_7369 feat_3516 feat_7095 feat_1752 feat_9708 feat_9828
1,FTL CD74 AIF1 S100A4 HLA-DPA1 CTSS LST1 HLA-DRB1 FCER1G GNLY TYROBP HLA-DPB1 CST3 TXNIP RPS24 FCGR3A NKG7 FCN1 LYPD2 CD52 GSTP1 IFITM2 PSAP CFD BTG1 HLA-DRA PTPRCAP CD37 RGS19 LYZ GZMA SRSF2 SPI1 FGFBP2 POLR2G HLA-DRB5 HCST PPIB NDUFA4 BST2 VIM NPM1 CSTB EVL TMBIM4-1 S100A6 C1orf162 EIF4A1 PSMB6 SP100,feat_2874 feat_3520 feat_4184 feat_7123 feat_6812 feat_6923 feat_7917 feat_3453 feat_2165 feat_2666 feat_8829 feat_1083 feat_2965 feat_6476 feat_1291 feat_6375 feat_4913 feat_3548 feat_4900 feat_8942 feat_2788 feat_7112 feat_3675 feat_6736 feat_4733 feat_9426 feat_4624 feat_4027 feat_5867 feat_4627 feat_1423 feat_3773 feat_2241 feat_2168 feat_6828 feat_4259 feat_5106 feat_1140 feat_6255 feat_5605 feat_8753 feat_8954 feat_8576 feat_2740 feat_1752 feat_5447 feat_8840 feat_9708 feat_7437 feat_8354
