label,cell_sentence,anon
0,GNLY CCL4 NKG7 GZMA CCL5 GZMB HOPX CYBA TYROBP CCL3 SRGN PDIA3 CTSW FGFBP2 CST7 PTPRCAP ID2 FCER1G SERPINB1 IGFBP7 GZMH SPON2 UBB MAP3K8 PRF1 RBM3 ACP1 WTAP S1PR5 XCL1 PSME1 ATP6V0E1 ACTN4 LGALS1 ALG5 TMBIM6 IFI44 ARPC1B NOP58 PYCARD YWHAB XCL2 IDH2 GNPTAB ARPC5L VPS28 CASP4 LAMTOR5 SH3KBP1 SAT1,feat_186 feat_1118 feat_1321 feat_383 feat_1116 feat_909 feat_345 feat_1071 feat_1293 feat_1117 feat_699 feat_972 feat_761 feat_332 feat_1195 feat_766 feat_152 feat_106 feat_429 feat_346 feat_908 feat_321 feat_1097 feat_689 feat_701 feat_576 feat_149 feat_504 feat_1255 feat_113 feat_900 feat_423 feat_1299 feat_1351 feat_879 feat_820 feat_50 feat_536 feat_221 feat_1046 feat_1211 feat_112 feat_1003 feat_846 feat_664 feat_645 feat_781 feat_63 feat_568 feat_571
0,MAPK1IP1L NKG7 FGFBP2 GNLY CTSW LMAN2 IL32 PRF1 GZMB SRGN CCL5 ARPC1B GSTP1 IGFBP7 SPON2 FCER1G CYBA FCGR3A PYCARD PTPRCAP GTF3A GZMA UBB CCL4 PRSS23 TYROBP HOPX CD247 CST7 RBM3 TRAF3IP3 RRAGC SERPINB1 PDIA3 TBCB ATP6V1F LGALS1 UBE2L6 GPR56 S100A6 BTN3A2 GPATCH4 NDUFB10 TMBIM6 PSME1 C9orf16 ID2 COTL1 DHX9 ORMDL2,feat_921 feat_1321 feat_332 feat_186 feat_761 feat_425 feat_1019 feat_701 feat_909 feat_699 feat_1116 feat_536 feat_769 feat_346 feat_321 feat_106 feat_1071 feat_107 feat_1046 feat_766 feat_875 feat_383 feat_1097 feat_1118 feat_776 feat_1293 feat_345 feat_110 feat_1195 feat_576 feat_129 feat_34 feat_429 feat_972 feat_1295 feat_544 feat_1351 feat_744 feat_1054 feat_85 feat_439 feat_94 feat_1017 feat_820 feat_900 feat_667 feat_152 feat_1068 feat_118 feat_828
1,LTB ZNF397 IL32 CSRNP1 SRGN GZMK NKG7 SAT1 ATP6V0E1 PTPRCAP TTC38 CCL5 ARPC1B CSNK2B LGALS1 NAA20 CTSW PWP1 GZMA IDI1 PRF1 UBE2D3 CD37 STX16 RTFDC1 TGOLN2 ATG16L1 ATP5A1 NOP58 RBM39 SNRPB MMADHC GTF3A FGL2 PRNP DIS3 ZAP70 NDUFB8-1 RBM3 ATP5D AQP3 S100A6 NUDCD1 CD48 PFDN2 DEDD SPSB2 SELL KLRG1 SLC2A13,feat_446 feat_1174 feat_1019 feat_253 feat_699 feat_382 feat_1321 feat_571 feat_423 feat_766 feat_1361 feat_1116 feat_536 feat_450 feat_1351 feat_1193 feat_761 feat_850 feat_383 feat_680 feat_701 feat_361 feat_1319 feat_1221 feat_1219 feat_182 feat_233 feat_1176 feat_221 feat_1203 feat_1183 feat_202 feat_875 feat_530 feat_1186 feat_887 feat_189 feat_709 feat_576 feat_1231 feat_649 feat_85 feat_634 feat_102 feat_104 feat_105 feat_802 feat_115 feat_805 feat_814
0,CCL4 GNLY NKG7 GZMB CCL5 FGFBP2 LGALS1 CTSW HOPX FCGR3A CST7 NCKAP1L GZMA S100B FCER1G CLIC3 CYBA ID2 CCL3 UBB SELL LIMD2 RBM3 UBE2L6 GSTP1 SPON2 XCL2 PRF1 TYROBP CD247 AKR1C3 S100A6 RPN2 CCNG1 VAMP8 PPP1R2 MMADHC ABI3 PNRC1 FAM32A CTSS IFI35 TMBIM6 DYNLL1 SAT1 HSP90AA1 SNX3 SNRPB GNPTAB RNF187,feat_1118 feat_186 feat_1321 feat_909 feat_1116 feat_332 feat_1351 feat_761 feat_345 feat_107 feat_1195 feat_826 feat_383 feat_1373 feat_106 feat_678 feat_1071 feat_152 feat_1117 feat_1097 feat_115 feat_1143 feat_576 feat_744 feat_769 feat_321 feat_112 feat_701 feat_1293 feat_110 feat_681 feat_85 feat_1206 feat_421 feat_184 feat_316 feat_202 feat_1138 feat_480 feat_1272 feat_77 feat_1132 feat_820 feat_863 feat_571 feat_951 feat_484 feat_1183 feat_846 feat_141
1,NKG7 BBX GZMH FGFBP2 USP19 CST7 CCL5 IL32 PRF1 GZMB SRSF3 FCRL6 CYBA GNLY GIMAP7 PPP1R8 PTPRCAP SPON2 TRAF3IP3 PSME1 TMBIM6 GTF3A CD2 ID2 RBM3 CCT7 ARL6IP5 ATP5D PRPF31 SARS CTSW YWHAB PSMC4 UBXN1 CNPY3 SLFN5 GABARAPL2 HAGH SRGN PSMB8 PRSS23 PDIA3 S100A6 PCGF1 RFXANK CD247 PLEKHF1 FCGR3A CEBPB WNK1,feat_1321 feat_281 feat_908 feat_332 feat_263 feat_1195 feat_1116 feat_1019 feat_701 feat_909 feat_467 feat_99 feat_1071 feat_186 feat_555 feat_23 feat_766 feat_321 feat_129 feat_900 feat_820 feat_875 feat_72 feat_152 feat_576 feat_177 feat_276 feat_1231 feat_1329 feat_62 feat_761 feat_1211 feat_1304 feat_752 feat_469 feat_1115 feat_1065 feat_1016 feat_699 feat_457 feat_776 feat_972 feat_85 feat_180 feat_1285 feat_110 feat_1289 feat_107 feat_1216 feat_794
0,SRSF3 NKG7 PRPF8 CST7 IL32 UBB PTPRCAP CTSW FGFBP2 GZMB GZMA CYBA CD247 LAT2 PDIA3 GNLY APOBEC3G SRGN STK17A ATP5D TTC14 MARCKSL1 GSTP1 MAP2K7 ARF6 ERH LUC7L3 PSMA7 SNX3 ARPC1B FCER1G S100A6 CIAPIN1 KLRB1 ARRB2 VDAC3 ID2 GIMAP7 HINT1 XCL2 EIF2B1 EMG1 PLEKHF1 RALY PPIG FCGR3A SLC25A12 OLA1 EXOC4 N4BP2L1,feat_467 feat_1321 feat_1078 feat_1195 feat_1019 feat_1097 feat_766 feat_761 feat_332 feat_909 feat_383 feat_1071 feat_110 feat_528 feat_972 feat_186 feat_1354 feat_699 feat_518 feat_1231 feat_308 feat_30 feat_769 feat_1247 feat_916 feat_933 feat_1140 feat_1223 feat_484 feat_536 feat_106 feat_85 feat_1053 feat_806 feat_1083 feat_616 feat_152 feat_555 feat_397 feat_112 feat_871 feat_803 feat_1289 feat_1200 feat_206 feat_107 feat_208 feat_209 feat_548 feat_877
1,CCL5 NKG7 PTPRCAP GOLT1B CST7 CYBA UBB SLBP YWHAB RBM39 ID2 PNRC1 TMEM9B PRAF2 UBE2D2 GRB2 ZFYVE28 CARS PSME1 GADD45B LIMD2 GIMAP4 SRGN RAB1B IRF7 MAF1 VPS28 HENMT1 DENND2D SERPINB1 FERMT3 ARF6 ILF3 PRPS2 BNIP2 DUS3L ARRB2 S1PR5 RBM3 CTSW SIRT6 JAGN1 EIF3D MID1IP1 MORF4L2 FYB HSP90AA1 GZMA SIRPG MALT1,feat_1116 feat_1321 feat_766 feat_811 feat_1195 feat_1071 feat_1097 feat_323 feat_1211 feat_1203 feat_152 feat_480 feat_731 feat_579 feat_404 feat_1155 feat_324 feat_728 feat_900 feat_1235 feat_1143 feat_556 feat_699 feat_763 feat_724 feat_644 feat_645 feat_60 feat_66 feat_429 feat_756 feat_916 feat_1257 feat_566 feat_983 feat_1242 feat_1083 feat_1255 feat_576 feat_761 feat_1239 feat_245 feat_1349 feat_573 feat_593 feat_377 feat_951 feat_383 feat_1182 feat_1179
1,RNF168 NKG7 GZMA CCL5 GZMH GZMK CAMK2G C9orf142 S100A11 HLA-DPA1 CCL4 CYBA IFI27 PTPRCAP CTSW HNRNPM CD2 STK17A SIVA1 ATP5D TBCB PTGDR S100A6 CCT7 ARPC5L CST7 ARPC1B SAT1 STUB1 RAB7A TMBIM6 PRF1 JUND PDIA3 PRSS23 PSMA7 MAEA RAB9A GALT SLC25A11 ACTR2 PSMB6 RP11-430B1.2 GGNBP2 TIMMDC1 FGFBP2 MLLT6 DYNLT1 C14orf1 RNF187,feat_318 feat_1321 feat_383 feat_1116 feat_908 feat_382 feat_702 feat_677 feat_82 feat_460 feat_1118 feat_1071 feat_948 feat_766 feat_761 feat_1251 feat_72 feat_518 feat_956 feat_1231 feat_1295 feat_918 feat_85 feat_177 feat_664 feat_1195 feat_536 feat_571 feat_1012 feat_290 feat_820 feat_701 feat_1282 feat_972 feat_776 feat_1223 feat_322 feat_567 feat_650 feat_1085 feat_173 feat_1084 feat_977 feat_1120 feat_286 feat_332 feat_1123 feat_503 feat_941 feat_141
1,EMB CCL5 HDAC2 GNLY NKG7 S100A6 NCR3 CYBA UBB GIMAP4 SRSF5 IL32 PPP1R2 KLRG1 GZMK LIMD2 ID2 TMEM50A PTPRCAP YWHAB PSME1 SERPINB1 AQP3 MFF ERH ECHDC1 HOPX LTB HNRNPM CD2 CD247 HLA-DRB1 DNAJA1 ADAM10 VPS28 MAF1 ADAL RBM3 STX16 VAMP5 CISH PSMB8 LYAR NKAP ABHD17B THEM4 PRPS2 LST1 TAOK3 RAB9A,feat_380 feat_1116 feat_487 feat_186 feat_1321 feat_85 feat_448 feat_1071 feat_1097 feat_556 feat_934 feat_1019 feat_316 feat_805 feat_382 feat_1143 feat_152 feat_18 feat_766 feat_1211 feat_900 feat_429 feat_649 feat_231 feat_933 feat_489 feat_345 feat_446 feat_1251 feat_72 feat_110 feat_454 feat_648 feat_982 feat_645 feat_644 feat_971 feat_576 feat_1221 feat_185 feat_271 feat_457 feat_327 feat_597 feat_655 feat_81 feat_566 feat_447 feat_862 feat_567
0,CST7 GNLY CCL4 NKG7 TAOK2 UBB PRR5 FGFBP2 GZMA SELL CTSW GADD45B GZMB CCL5 PRF1 SAT1 FCGR3A LIMD2 LGALS1 XCL2 GZMH S100A11 CYBA HOPX COMMD8 PSMA7 TYROBP PTPRCAP TIMMDC1 AC010642.1 CLIC3 ERH TOP2B PSME1 JAGN1 C1orf162 UBE2L6 ARRB2 RP11-589C21.6 XCL1 TRAF3IP3 IL32 ATP5O BTN3A2 TMBIM4-1 GTF3A TPM4 FAM32A GIMAP2 CHERP,feat_1195 feat_186 feat_1118 feat_1321 feat_1039 feat_1097 feat_1359 feat_332 feat_383 feat_115 feat_761 feat_1235 feat_909 feat_1116 feat_701 feat_571 feat_107 feat_1143 feat_1351 feat_112 feat_908 feat_82 feat_1071 feat_345 feat_340 feat_1223 feat_1293 feat_766 feat_286 feat_1340 feat_678 feat_933 feat_248 feat_900 feat_245 feat_68 feat_744 feat_1083 feat_614 feat_113 feat_129 feat_1019 feat_1368 feat_439 feat_837 feat_875 feat_1271 feat_1272 feat_557 feat_1273
1,CDKN2A NKG7 CCL5 SRGN CYBA CST7 ELOF1 PSME1 PTPRCAP C14orf166 CTSW ARPC1B CD2 HLA-DPB1 GIMAP4 LIMD2 NDUFA12 IL32 BLOC1S1 RBM3 GSTP1 UBB LYAR ID2 NFU1 CAPZB CCL4 CCL3 FGFBP2 PSMC5 USP19 C17orf59 GLB1 ARIH2OS EIF1B ARRB2 TNFSF10 RNF7 PRMT2 ATP5A1 PFDN2 TBCB MPC2 CNIH4 SRP9 RNF187 CDC37 ATP5D PSMA7 TRABD2A,feat_647 feat_1321 feat_1116 feat_699 feat_1071 feat_1195 feat_1262 feat_900 feat_766 feat_917 feat_761 feat_536 feat_72 feat_461 feat_556 feat_1143 feat_843 feat_1019 feat_827 feat_576 feat_769 feat_1097 feat_327 feat_152 feat_174 feat_14 feat_1118 feat_1117 feat_332 feat_1144 feat_263 feat_1095 feat_251 feat_262 feat_254 feat_1083 feat_305 feat_297 feat_1374 feat_1176 feat_104 feat_1295 feat_111 feat_134 feat_136 feat_141 feat_1254 feat_1231 feat_1223 feat_181
1,ATP6V0E1 GNLY NKG7 CYBA KIF3A URB2 UBB CCL5 ERV3-1 CTSW RBM3 RALY HOPX CARHSP1 AC010642.1 PRMT2 GZMB THOC7 CST7 VAMP8 DENND2D HNRNPM FCGR3A CCL3 RAB7A S100A6 GSTP1 PRF1 GIMAP4 C9orf142 SRGN EFHD2 RBM48 LAMTOR1 NARS ATP5A1 ARL16 JAGN1 GALK1 PSMC5 CD79B LUC7L3 VPS28 ARL6IP5 IFI35 VPS25 CD47 RNF139 NKTR RPN2,feat_423 feat_186 feat_1321 feat_1071 feat_399 feat_142 feat_1097 feat_1116 feat_524 feat_761 feat_576 feat_1200 feat_345 feat_1023 feat_1340 feat_1374 feat_909 feat_274 feat_1195 feat_184 feat_66 feat_1251 feat_107 feat_1117 feat_290 feat_85 feat_769 feat_701 feat_556 feat_677 feat_699 feat_12 feat_533 feat_770 feat_1178 feat_1176 feat_1160 feat_245 feat_1156 feat_1144 feat_1145 feat_1140 feat_645 feat_276 feat_1132 feat_1130 feat_282 feat_637 feat_256 feat_1206
0,NKG7 GNLY SRGN CST7 CTSW CD48 PRF1 GZMB CYBA IL32 CD247 UBB DYNLL1 YWHAB FGFBP2 CCL5 PSMB8 GIMAP7 PSME1 RBM3 FCGR3A TYROBP PTPRCAP HNRNPM CLIC3 VAMP5 GTF3A ALKBH7 ICAM2 GSTO1 HSP90AA1 GZMA FYB TMBIM6 CAPZB UBXN1 CYB5B HOPX PPP2R3C ARF6 RNF213 PSMD14 PLEKHA3 SND1 ATP6V1F RALY PPIG GIMAP4 PRMT2 C19orf24,feat_1321 feat_186 feat_699 feat_1195 feat_761 feat_102 feat_701 feat_909 feat_1071 feat_1019 feat_110 feat_1097 feat_863 feat_1211 feat_332 feat_1116 feat_457 feat_555 feat_900 feat_576 feat_107 feat_1293 feat_766 feat_1251 feat_678 feat_185 feat_875 feat_1244 feat_1146 feat_712 feat_951 feat_383 feat_377 feat_820 feat_14 feat_752 feat_1061 feat_345 feat_912 feat_916 feat_1158 feat_203 feat_211 feat_543 feat_544 feat_1200 feat_206 feat_556 feat_1374 feat_1232
1,C9orf142 TPD52L2 NKG7 CCL5 GZMH SRSF5 GIMAP7 KLRG1 CAPZB LIMD2 PTPRCAP PITHD1 SMDT1 RBM3 NR2C1 ARPC1B ATP6V1F RELB PSMB6 HLA-DRB1 EIF3D LTB NDUFB10 SRGN RAB2A CTSW GSTP1 EFHD2 SRM UQCRC1 CYBA ICAM2 CLIP1 GLTP RTFDC1 VAMP8 ETHE1 STOML2 SLC50A1 C14orf1 SNAPIN HOPX S100A6 CD2 SRP72 S100A11 GPX1 CD37 VPS13C PSMC5,feat_677 feat_1226 feat_1321 feat_1116 feat_908 feat_934 feat_555 feat_805 feat_14 feat_1143 feat_766 feat_16 feat_1357 feat_576 feat_844 feat_536 feat_544 feat_1312 feat_1084 feat_454 feat_1349 feat_446 feat_1017 feat_699 feat_621 feat_761 feat_769 feat_12 feat_7 feat_261 feat_1071 feat_1146 feat_868 feat_853 feat_1219 feat_184 feat_1310 feat_651 feat_91 feat_941 feat_86 feat_345 feat_85 feat_72 feat_344 feat_82 feat_264 feat_1319 feat_986 feat_1144
1,FGFBP2 NKG7 ARPC1B CCL5 SELL PSMB8 CYBA LBR CCL4 UBB MPV17 IL32 CST7 GIMAP4 LIMD2 C1orf162 SAT1 LST1 PNRC1 PTPRCAP CTSW CD48 DHX15 GIMAP7 MVD SCP2 ARPC5L CRLS1 PSMA7 ERH S100A11 C9orf16 COTL1 NOL7 SELPLG CCNG1 TMEM138 PSMC6 PMF1 DNAJA1 SARS RBM4 GADD45B LAMTOR1 AIF1 PSMB6 FAM32A RAB7A RORA TAF6L,feat_332 feat_1321 feat_536 feat_1116 feat_115 feat_457 feat_1071 feat_135 feat_1118 feat_1097 feat_160 feat_1019 feat_1195 feat_556 feat_1143 feat_68 feat_571 feat_447 feat_480 feat_766 feat_761 feat_102 feat_334 feat_555 feat_1072 feat_44 feat_664 feat_1188 feat_1223 feat_933 feat_82 feat_667 feat_1068 feat_434 feat_851 feat_421 feat_749 feat_919 feat_93 feat_648 feat_62 feat_764 feat_1235 feat_770 feat_449 feat_1084 feat_1272 feat_290 feat_985 feat_753
