label,cell_sentence,anon
1,TMEM14C FCGR2A S100A8 CST3 LGALS1 COTL1 S100A6 GPX1 SAT1 AIF1 IL1B SRGN TYROBP ATP5D FCN1 IFITM3 GSTP1 CYBA ARPC1B FCER1G RBM3 LGALS2 UBXN1 HLA-DRB1 FCGRT TYMP TNFSF13B PNRC1 DNAJA1 CD37 UBE2D2 CTSS PSMB8 CCDC115 GIMAP7 S100A11 DYNLL1 LST1 NDUFB10 SAT2 ID2 C1orf162 CDA NCF2 PSMA7 YWHAB IL8 PSME1 CEBPB CDC37,feat_385 feat_106 feat_82 feat_1104 feat_1252 feat_984 feat_83 feat_236 feat_526 feat_402 feat_178 feat_645 feat_1189 feat_1137 feat_626 feat_665 feat_713 feat_987 feat_491 feat_105 feat_530 feat_1250 feat_699 feat_407 feat_1217 feat_1267 feat_825 feat_433 feat_597 feat_1216 feat_359 feat_75 feat_411 feat_180 feat_507 feat_80 feat_798 feat_400 feat_936 feat_1005 feat_146 feat_67 feat_11 feat_118 feat_1129 feat_1119 feat_311 feat_830 feat_1123 feat_1156
0,RNF213 SH3BP1 LST1 CST3 TYROBP CTSS FCER1G AIF1 SAT1 FCGR3A COTL1 S100A11 SRGN IFITM3 CYBA FCGR2A LGALS1 FCN1 S100A6 ARPC1B HLA-DRB1 LTB GPX1 VAMP8 CD37 LGALS3 SRSF5 PSME1 LIMD2 CD48 UBE2D3 SRSF3 HLA-DPB1 HLA-DPA1 CDA HSP90AA1 C1orf162 ITSN2 HLA-DQA1 FCGRT LINC01003 PSMB8 EPN1 SMS PYCARD TNFSF10 BLVRA NPC2 SF3B5 ATP6V1F,feat_1075 feat_1251 feat_400 feat_1104 feat_1189 feat_75 feat_105 feat_402 feat_526 feat_107 feat_984 feat_80 feat_645 feat_665 feat_987 feat_106 feat_1252 feat_626 feat_83 feat_491 feat_407 feat_399 feat_236 feat_171 feat_1216 feat_850 feat_861 feat_830 feat_1059 feat_100 feat_325 feat_421 feat_415 feat_414 feat_11 feat_880 feat_67 feat_150 feat_408 feat_1217 feat_513 feat_411 feat_1235 feat_524 feat_966 feat_271 feat_476 feat_865 feat_448 feat_498
1,NFAT5 S100A6 CST3 SAT1 NPC2 LGALS1 IFITM3 COTL1 ATP6V0E1 FCER1G TYROBP CD48 HLA-DQB1 PSMA7 CTSS S100A8 ASGR1 AIF1 TPD52L2 RBM7 CASP4 LAMTOR1 IDH3G PRKACA FBXW9 RBM3 LINC00936 TCEA2 NAPRT1 SRGN DNTTIP1 C4orf3 UBE2D3 PPP2CA TNFSF10 UBB ZNF106 LST1 HLA-DMA ATP6V1F HLA-DPA1 CTNNB1 MAPK1IP1L SLC6A6 ATP5H SF3B5 RBCK1 GCA DNAJA1 HLA-DPB1,feat_977 feat_83 feat_1104 feat_526 feat_865 feat_1252 feat_665 feat_984 feat_375 feat_105 feat_1189 feat_100 feat_409 feat_1129 feat_75 feat_82 feat_1000 feat_402 feat_1132 feat_727 feat_725 feat_714 feat_560 feat_1168 feat_1164 feat_530 feat_780 feat_1133 feat_592 feat_645 feat_1120 feat_329 feat_325 feat_355 feat_271 feat_1008 feat_897 feat_400 feat_413 feat_498 feat_414 feat_228 feat_849 feat_220 feat_1067 feat_448 feat_1092 feat_186 feat_597 feat_415
0,CTSS CST3 TYROBP LST1 S100A6 AIF1 COTL1 CYBA LGALS1 HLA-DRB1 FCN1 FCER1G SRGN HLA-DPA1 SAT1 S100A11 ATP5C1 FCGR3A TYMP GSTP1 LINC00936 NPC2 MARCKSL1 LGALS3 ARPC1B PSME1 HLA-DPB1 ABI3 HSP90AA1 IFITM3 LIMD2 CCL3 GTF3A PSMA7 NCF2 VPS28 COMMD8 ATP5D TMEM165 SRSF5 C1orf162 RASGRP2 ATP5O TBCB RTFDC1 CD37 CEBPB RAB7A GPX1 PQBP1,feat_75 feat_1104 feat_1189 feat_400 feat_83 feat_402 feat_984 feat_987 feat_1252 feat_407 feat_626 feat_105 feat_645 feat_414 feat_526 feat_80 feat_634 feat_107 feat_1267 feat_713 feat_780 feat_865 feat_26 feat_850 feat_491 feat_830 feat_415 feat_1050 feat_880 feat_665 feat_1059 feat_1028 feat_809 feat_1129 feat_118 feat_595 feat_302 feat_1137 feat_305 feat_861 feat_67 feat_703 feat_1271 feat_1191 feat_1125 feat_1216 feat_1123 feat_256 feat_236 feat_531
0,LGALS1 CST3 S100A6 AIF1 LGALS3 FCER1G CYBA SAT1 LST1 CTSS TYROBP S100A11 COTL1 FCGR3A IFITM3 SRGN HLA-DRB1 G0S2 FCN1 IFI30 PSMA7 GSTP1 TYMP ARPC1B PYCARD TNFSF10 CEBPB RGS19 CD37 APOBEC3A NPC2 TAPBP C1orf162 HLA-DPA1 HLA-DPB1 UBE2L6 SRSF5 CD79B EIF1B LSM6 ATP6V0E1 CDA VAMP8 TBCB STAMBP SNX3 BLVRA ARRB2 FAM32A SRP9,feat_1252 feat_1104 feat_83 feat_402 feat_850 feat_105 feat_987 feat_526 feat_400 feat_75 feat_1189 feat_80 feat_984 feat_107 feat_665 feat_645 feat_407 feat_125 feat_626 feat_1180 feat_1129 feat_713 feat_1267 feat_491 feat_966 feat_271 feat_1123 feat_1134 feat_1216 feat_1254 feat_865 feat_417 feat_67 feat_414 feat_415 feat_688 feat_861 feat_1061 feat_227 feat_333 feat_375 feat_11 feat_171 feat_1191 feat_167 feat_438 feat_476 feat_995 feat_1171 feat_132
1,LINC00936 S100A8 CST3 TYROBP S100A6 AIF1 LGALS1 ARPC1B LST1 FCN1 TALDO1 GSTP1 GPX1 CYBA SAT1 LGALS3 HLA-DPA1 COTL1 TYMP HLA-DPB1 LGALS2 HLA-DRB1 FCGRT PYCARD PSME1 FCER1G GABARAPL2 RELT UBE2L6 S100A11 UQCRC1 ATP5D LAMTOR1 SRGN CD37 C20orf27 MS4A6A ATP6V1F LTB CTSS TNFSF13B ATP5C1 FCGR1A TREX1 ARSD YWHAE CEBPB GIT2 C12orf10 NKG7,feat_780 feat_82 feat_1104 feat_1189 feat_83 feat_402 feat_1252 feat_491 feat_400 feat_626 feat_668 feat_713 feat_236 feat_987 feat_526 feat_850 feat_414 feat_984 feat_1267 feat_415 feat_1250 feat_407 feat_1217 feat_966 feat_830 feat_105 feat_981 feat_717 feat_688 feat_80 feat_233 feat_1137 feat_714 feat_645 feat_1216 feat_1095 feat_691 feat_498 feat_399 feat_75 feat_825 feat_634 feat_73 feat_232 feat_518 feat_991 feat_1123 feat_791 feat_763 feat_1221
1,NCF2 TYROBP SAT1 HLA-DPA1 S100A6 CST3 LGALS1 CTSS LST1 AIF1 COTL1 HLA-DPB1 HLA-DRB1 CYBA GSTP1 GPX1 ARPC1B SRGN FCER1G CEBPB CCL3 NPC2 H2AFY CD37 S100A11 FCGRT TYMP GRN IFI30 PSME1 TMBIM6 C1orf162 LINC00936 SIAH2 BLVRA LGALS2 LIMD2 RGS18 SF3B5 GSTO1 VAMP8 FCN1 PYCARD SERPINB1 TNFSF13B TNFAIP2 HLA-DMA FPR1 CNPY3 OTUB1,feat_118 feat_1189 feat_526 feat_414 feat_83 feat_1104 feat_1252 feat_75 feat_400 feat_402 feat_984 feat_415 feat_407 feat_987 feat_713 feat_236 feat_491 feat_645 feat_105 feat_1123 feat_1028 feat_865 feat_357 feat_1216 feat_80 feat_1217 feat_1267 feat_1047 feat_1180 feat_830 feat_760 feat_67 feat_780 feat_267 feat_476 feat_1250 feat_1059 feat_119 feat_448 feat_658 feat_171 feat_626 feat_966 feat_381 feat_825 feat_881 feat_413 feat_1223 feat_424 feat_701
1,C1orf162 SRGN SAT1 TYROBP CST3 MVD LGALS3 CYBA APOBEC3A FCN1 COTL1 S100A11 S100A6 ISOC2 HLA-DRB1 S100A8 GSTP1 TYMP CCL4 VAMP5 GRN HLA-DPA1 HLA-DPB1 FCER1G GPX1 CCL3 CD48 CASP4 CTSS AIF1 IDO1 GRB2 MAFB UBE2L6 HLA-DQB1 PSMB8 ATP5D LGALS1 UTP6 PSMA7 SELL ATP6V1F BLVRA PYCARD ARPC1B NPC2 TNFSF13B TNFSF10 HSP90AA1 ARF6,feat_67 feat_645 feat_526 feat_1189 feat_1104 feat_988 feat_850 feat_987 feat_1254 feat_626 feat_984 feat_80 feat_83 feat_1232 feat_407 feat_82 feat_713 feat_1267 feat_1029 feat_172 feat_1047 feat_414 feat_415 feat_105 feat_236 feat_1028 feat_100 feat_725 feat_75 feat_402 feat_567 feat_1072 feat_1117 feat_688 feat_409 feat_411 feat_1137 feat_1252 feat_1023 feat_1129 feat_114 feat_498 feat_476 feat_966 feat_491 feat_865 feat_825 feat_271 feat_880 feat_845
0,SAT1 FCER1G S100A6 CYBA JKAMP LST1 TYROBP LGALS1 CST3 COTL1 FCN1 IFITM3 NPC2 PSMA7 AIF1 TYMP S100A11 SRGN RP11-349A22.5 ARPC1B HLA-DPA1 UBB CD48 SRSF5 CD37 DYNLL1 ATP6V0E1 ATP5D NOL7 UBE2L6 PRKCB LYPD2 RTFDC1 NDUFB8-1 MID1IP1 UBE2Q1 CSNK2B S100A8 PRMT2 CTSS GALT RELT ARAP1 ARMC7 C1orf162 VAMP8 GSTP1 PSMB6 BTN3A2 RNF187,feat_526 feat_105 feat_83 feat_987 feat_853 feat_400 feat_1189 feat_1252 feat_1104 feat_984 feat_626 feat_665 feat_865 feat_1129 feat_402 feat_1267 feat_80 feat_645 feat_851 feat_491 feat_414 feat_1008 feat_100 feat_861 feat_1216 feat_798 feat_375 feat_1137 feat_388 feat_688 feat_954 feat_590 feat_1125 feat_655 feat_527 feat_87 feat_403 feat_82 feat_1280 feat_75 feat_600 feat_717 feat_716 feat_1069 feat_67 feat_171 feat_713 feat_996 feat_394 feat_135
0,FCER1G TMEM18 SAT1 COTL1 AIF1 LST1 SRGN CST3 TYMP TYROBP CTSS HLA-DPA1 C1QA CYBA S100A6 IFITM3 HLA-DRB1 FCN1 LGALS1 S100A11 HLA-DPB1 FCGR3A GSTO1 ARPC1B CAPZB ARF6 UBB TBCB ATP6V1F BLVRA HLA-DQA1 IL8 GSTP1 HLA-DQB1 ATP5D LINC00936 CD37 CEBPB GYG1 CD48 ABI3 C1QB NPC2 C5AR1 CCT4 CAPZA2 GIMAP4 RER1 NDUFB8-1 YWHAB,feat_105 feat_144 feat_526 feat_984 feat_402 feat_400 feat_645 feat_1104 feat_1267 feat_1189 feat_75 feat_414 feat_12 feat_987 feat_83 feat_665 feat_407 feat_626 feat_1252 feat_80 feat_415 feat_107 feat_658 feat_491 feat_10 feat_845 feat_1008 feat_1191 feat_498 feat_476 feat_408 feat_311 feat_713 feat_409 feat_1137 feat_780 feat_1216 feat_1123 feat_266 feat_100 feat_1050 feat_14 feat_865 feat_1211 feat_160 feat_496 feat_508 feat_2 feat_655 feat_1119
1,HLA-DPB1 CST3 TYROBP S100A8 LGALS2 AIF1 CYBA GIMAP7 S100A6 LGALS1 PSMA7 LST1 FCN1 FCER1G TYMP S100A11 HLA-DRB1 CTSS SAT1 NPC2 CEBPB CNPY3 FCGRT ABI3 SRGN GSTP1 BLVRA RBM3 ZYX FYB VAMP8 NCF2 ATP6V0E1 OARD1 GRN PYCARD NONO SERPINB1 FPR1 ATP5C1 RAD23A ID2 UBE2L6 SRSF3 GPX1 CHMP4A LGALS3 VPS28 CAPZB FOPNL,feat_415 feat_1104 feat_1189 feat_82 feat_1250 feat_402 feat_987 feat_507 feat_83 feat_1252 feat_1129 feat_400 feat_626 feat_105 feat_1267 feat_80 feat_407 feat_75 feat_526 feat_865 feat_1123 feat_424 feat_1217 feat_1050 feat_645 feat_713 feat_476 feat_530 feat_503 feat_339 feat_171 feat_118 feat_375 feat_422 feat_1047 feat_966 feat_541 feat_381 feat_1223 feat_634 feat_1166 feat_146 feat_688 feat_421 feat_236 feat_832 feat_850 feat_595 feat_10 feat_948
1,S100A8 CST3 COTL1 S100A6 TYROBP FCN1 CYBA TALDO1 HLA-DPB1 SRGN CEPT1 NPC2 FCGRT HLA-DRB1 ARPC1B GSTP1 GPX1 AIF1 SAT1 ATP5D RILPL2 DYNLL1 SRSF5 LST1 SRSF3 PYCARD RNF7 ASGR1 RBM3 PSMB8 HLA-DPA1 FGL2 LGALS3 ATP6V1F CEBPB TYMP NDUFB8-1 CWC27 TOP1MT SAT2 HLA-DQB1 RGS19 KIAA0196 ADSL UBB CD48 COQ7 HLA-DMB NIT1 HLA-DMA,feat_82 feat_1104 feat_984 feat_83 feat_1189 feat_626 feat_987 feat_668 feat_415 feat_645 feat_64 feat_865 feat_1217 feat_407 feat_491 feat_713 feat_236 feat_402 feat_526 feat_1137 feat_803 feat_798 feat_861 feat_400 feat_421 feat_966 feat_264 feat_1000 feat_530 feat_411 feat_414 feat_487 feat_850 feat_498 feat_1123 feat_1267 feat_655 feat_343 feat_591 feat_1005 feat_409 feat_1134 feat_588 feat_1257 feat_1008 feat_100 feat_949 feat_412 feat_103 feat_413
1,NCKAP1L COTL1 SAT1 CYBA CST3 S100A11 LGALS1 S100A8 HLA-DPB1 LST1 FCN1 IL1B LGALS2 AIF1 FCER1G TYROBP PRMT2 GSTP1 PRPF31 CHMP4A CD37 GPX1 ICOSLG CTSS UBE2L6 TAPBP MS4A6A PYCARD HLA-DPA1 ACP1 TYMP S100A6 HDDC3 GTF3A ARPC1B RBM39 AIM2 NAPRT1 HBP1 PMF1 MAFB VAMP5 DNTTIP1 GIMAP4 FNTA KIAA1429 NDUFA12 PRKD2 CASP4 RNF139,feat_764 feat_984 feat_526 feat_987 feat_1104 feat_80 feat_1252 feat_82 feat_415 feat_400 feat_626 feat_178 feat_1250 feat_402 feat_105 feat_1189 feat_1280 feat_713 feat_1227 feat_832 feat_1216 feat_236 feat_1277 feat_75 feat_688 feat_417 feat_691 feat_966 feat_414 feat_143 feat_1267 feat_83 feat_926 feat_809 feat_491 feat_1112 feat_96 feat_592 feat_494 feat_91 feat_1117 feat_172 feat_1120 feat_508 feat_570 feat_578 feat_781 feat_1209 feat_725 feat_587
1,S100A8 LGALS1 S100A6 CST3 SAT1 TYROBP CYBA TYMP S100A11 CD48 FCN1 GPX1 LST1 CTSS MS4A6A UBE2L6 UBB HLA-DMA TAPBP UBXN1 SERPINB1 RBM3 GRN LGALS2 GSTP1 HLA-DPB1 IFITM3 IGSF6 AIF1 OAS1 DDT PSMA7 NCF2 COTL1 VAMP8 SRSF3 NKG7 RNF213 GRSF1 LGALS3 C16orf13 KCNE1 SRGN SNX3 MAT2A ATP5H CTNNBIP1 VPS28 KCNK6 ASGR1,feat_82 feat_1252 feat_83 feat_1104 feat_526 feat_1189 feat_987 feat_1267 feat_80 feat_100 feat_626 feat_236 feat_400 feat_75 feat_691 feat_688 feat_1008 feat_413 feat_417 feat_699 feat_381 feat_530 feat_1047 feat_1250 feat_713 feat_415 feat_665 feat_950 feat_402 feat_795 feat_1241 feat_1129 feat_118 feat_984 feat_171 feat_421 feat_1221 feat_1075 feat_310 feat_850 feat_931 feat_1272 feat_645 feat_438 feat_170 feat_1067 feat_4 feat_595 feat_1194 feat_1000
1,AC010642.1 S100A8 FCN1 CST3 LGALS1 CYBA CTSS S100A6 COTL1 AIF1 S100A11 TYROBP ASGR1 NPC2 SAT1 SRGN IFI44 IFITM3 HLA-DRB1 FCER1G ATP5D SNX3 UBE2L6 FCGRT CD37 LGALS2 GPX1 TMEM14C SAT2 GIMAP7 TYMP CEBPB FOLR3 VAMP5 UBE2D2 FCGR2A GSTP1 PSMA7 SHARPIN BLOC1S1 GSTO1 ID2 PSMG2 PSME1 OSCAR RASGRP2 ALKBH7 SRP9 ATP6V0E1 PNRC1,feat_1237 feat_82 feat_626 feat_1104 feat_1252 feat_987 feat_75 feat_83 feat_984 feat_402 feat_80 feat_1189 feat_1000 feat_865 feat_526 feat_645 feat_50 feat_665 feat_407 feat_105 feat_1137 feat_438 feat_688 feat_1217 feat_1216 feat_1250 feat_236 feat_385 feat_1005 feat_507 feat_1267 feat_1123 feat_715 feat_172 feat_359 feat_106 feat_713 feat_1129 feat_593 feat_765 feat_658 feat_146 feat_1086 feat_830 feat_1226 feat_703 feat_1150 feat_132 feat_375 feat_433
