model,rung,tag,comp,label,pred,conf,route,kind,err
claude-opus-4-8,variant_novel_seq,web-poor,novel,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,variant_novel_seq,web-poor,novel,0,0.5,0.15,DEFER,parsed,0
claude-opus-4-8,variant_novel_seq,web-poor,novel,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,variant_novel_seq,web-poor,novel,0,0.5,0.15,DEFER,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.25,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.15,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.95,0.82,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.87,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.15,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.62,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.62,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.12,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.82,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.9,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.92,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.25,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.62,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.95,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.75,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.92,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.8,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.3,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.65,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.03,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.12,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.35,0.35,DEFER,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.45,DEFER,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.12,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.3,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,parsed,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.35,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.12,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.75,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.3,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.25,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.08,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.92,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.25,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.95,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.75,0.62,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.55,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.3,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.25,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.05,0.4,SELF,parsed,0
