model,rung,tag,comp,label,pred,conf,route,kind,err
claude-opus-4-8,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,1,0.97,0.95,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.35,0.6,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.1,0.8,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.8,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.95,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.35,0.6,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.1,0.75,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.25,0.55,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.55,0.6,SELF,parsed,1
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.85,0.7,SELF,parsed,1
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.45,0.6,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.2,0.6,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,sc_cellsentence,web-rich,in,0,0.02,0.9,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.72,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.65,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.3,0.55,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.15,0.55,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.9,0.85,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.8,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.75,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.6,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.15,0.6,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.97,0.9,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.5,0.0,DEFER,refusal,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.6,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.5,0.0,DEFER,refusal,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.55,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.25,0.6,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.9,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.6,0.5,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.45,0.55,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.97,0.9,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.62,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.5,0.0,DEFER,refusal,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.5,0.0,DEFER,refusal,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.15,0.6,SELF,parsed,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.85,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.5,0.0,DEFER,refusal,1
claude-opus-4-8,msa_conserv,web-rich,in,1,0.6,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,1,0.65,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.25,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.1,0.65,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.1,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.05,0.85,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.05,0.8,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.1,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.5,0.0,DEFER,refusal,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.1,0.7,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.6,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.05,0.8,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,msa_conserv,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.15,0.55,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.55,0.4,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.7,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.2,0.55,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.45,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.65,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.8,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.7,0.4,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.2,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.45,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.15,0.55,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.4,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.65,0.4,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.1,0.6,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.55,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.2,0.4,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.7,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.3,0.5,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.4,0.3,DEFER,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.7,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,1,0.8,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.4,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.05,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.65,0.4,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.4,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.1,0.6,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.6,0.4,SELF,parsed,1
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.2,0.55,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.4,0.3,DEFER,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.15,0.5,SELF,parsed,0
claude-opus-4-8,dna_promoter,web-rich,in,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.02,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.02,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.02,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.02,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.02,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
